"School Year","Division Number","Division Name","Subject","Race","Gender","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","195","120","14","315","329","59.27","36.47","4.26","95.74","504"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","207","108","17","315","332","62.35","32.53","5.12","94.88","513"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","216","116","19","332","351","61.54","33.05","5.41","94.59","509"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","222","119","28","341","369","60.16","32.25","7.59","92.41","507"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","194","124","29","318","347","55.91","35.73","8.36","91.64","495"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","175","142","34","317","351","49.86","40.46","9.69","90.31","490"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","189","127","19","316","335","56.42","37.91","5.67","94.33","503"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","219","111","16","330","346","63.29","32.08","4.62","95.38","512"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","208","136","34","344","378","55.03","35.98","8.99","91.01","502"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","191","134","33","325","358","53.35","37.43","9.22","90.78","495"
"2005-2006","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","136","173","54","309","363","37.47","47.66","14.88","85.12","472"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","65","26","3","91","94","69.15","27.66","3.19","96.81","522"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","60","21","2","81","83","72.29","25.30","2.41","97.59","522"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","60","19","1","79","80","75.00","23.75","1.25","98.75","530"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","43","17","4","60","64","67.19","26.56","6.25","93.75","523"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","43","18","3","61","64","67.19","28.13","4.69","95.31","512"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","56","24","7","80","87","64.37","27.59","8.05","91.95","502"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","60","17","12","77","89","67.42","19.10","13.48","86.52","507"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","61","29","6","90","96","63.54","30.21","6.25","93.75","509"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","63","24","4","87","91","69.23","26.37","4.40","95.60","527"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","52","24","4","76","80","65.00","30.00","5.00","95.00","512"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","47","32","8","79","87","54.02","36.78","9.20","90.80","498"
"2005-2006","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","32","34","8","66","74","43.24","45.95","10.81","89.19","476"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","35","51","13","86","99","35.35","51.52","13.13","86.87","472"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","39","51","6","90","96","40.63","53.13","6.25","93.75","480"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","59","46","7","105","112","52.68","41.07","6.25","93.75","495"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","45","39","9","84","93","48.39","41.94","9.68","90.32","494"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","42","38","8","80","88","47.73","43.18","9.09","90.91","500"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","35","48","7","83","90","38.89","53.33","7.78","92.22","479"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","49","48","14","97","111","44.14","43.24","12.61","87.39","474"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","26","47","10","73","83","31.33","56.63","12.05","87.95","465"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","57","31","13","88","101","56.44","30.69","12.87","87.13","495"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","51","35","8","86","94","54.26","37.23","8.51","91.49","504"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","27","46","8","73","81","33.33","56.79","9.88","90.12","487"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","30","49","10","79","89","33.71","55.06","11.24","88.76","473"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","16","22","4","38","42","38.10","52.38","9.52","90.48","485"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","16","13","6","29","35","45.71","37.14","17.14","82.86","485"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","15","15","1","30","31","48.39","48.39","3.23","96.77","492"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","20","19","8","39","47","42.55","40.43","17.02","82.98","471"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","20","16","3","36","39","51.28","41.03","7.69","92.31","497"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","8","26","3","34","37","21.62","70.27","8.11","91.89","463"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","11","25","5","36","41","26.83","60.98","12.20","87.80","471"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","12","20","6","32","38","31.58","52.63","15.79","84.21","481"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","16","21","3","37","40","40.00","52.50","7.50","92.50","478"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","8","20","15","28","43","18.60","46.51","34.88","65.12","433"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","2","20","7","22","29","6.90","68.97","24.14","75.86","431"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","7","19","7","26","33","21.21","57.58","21.21","78.79","441"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","55","40","8","95","103","53.40","38.83","7.77","92.23","492"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","63","46","8","109","117","53.85","39.32","6.84","93.16","490"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","71","49","9","120","129","55.04","37.98","6.98","93.02","502"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","46","61","13","107","120","38.33","50.83","10.83","89.17","477"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","61","62","10","123","133","45.86","46.62","7.52","92.48","488"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","35","64","13","99","112","31.25","57.14","11.61","88.39","465"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","49","53","16","102","118","41.53","44.92","13.56","86.44","471"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","45","44","21","89","110","40.91","40.00","19.09","80.91","472"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","75","45","11","120","131","57.25","34.35","8.40","91.60","499"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","47","64","15","111","126","37.30","50.79","11.90","88.10","473"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","39","67","30","106","136","28.68","49.26","22.06","77.94","457"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","30","71","27","101","128","23.44","55.47","21.09","78.91","448"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","34","20","1","54","55","61.82","36.36","1.82","98.18","509"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","30","16","0","46","46","65.22","34.78",".00","100.00","515"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","30","16","6","46","52","57.69","30.77","11.54","88.46","497"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","17","24","10","41","51","33.33","47.06","19.61","80.39","468"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","19","22","9","41","50","38.00","44.00","18.00","82.00","470"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","9","29","9","38","47","19.15","61.70","19.15","80.85","449"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","37","22","2","59","61","60.66","36.07","3.28","96.72","504"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","48","18","2","66","68","70.59","26.47","2.94","97.06","516"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","24","23","2","47","49","48.98","46.94","4.08","95.92","492"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","24","32","12","56","68","35.29","47.06","17.65","82.35","467"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","18","43","13","61","74","24.32","58.11","17.57","82.43","461"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","7","32","16","39","55","12.73","58.18","29.09","70.91","427"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","216","91","11","307","318","67.92","28.62","3.46","96.54","522"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","212","72","5","284","289","73.36","24.91","1.73","98.27","526"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","229","72","2","301","303","75.58","23.76",".66","99.34","534"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","215","68","6","283","289","74.39","23.53","2.08","97.92","533"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","192","56","5","248","253","75.89","22.13","1.98","98.02","530"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","147","120","13","267","280","52.50","42.86","4.64","95.36","506"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","191","115","20","306","326","58.59","35.28","6.13","93.87","505"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","235","83","23","318","341","68.91","24.34","6.74","93.26","518"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","180","77","3","257","260","69.23","29.62","1.15","98.85","522"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","216","80","12","296","308","70.13","25.97","3.90","96.10","523"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","175","112","18","287","305","57.38","36.72","5.90","94.10","504"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","118","137","22","255","277","42.60","49.46","7.94","92.06","488"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","149","154","42","303","345","43.19","44.64","12.17","87.83","480"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","155","161","41","316","357","43.42","45.10","11.48","88.52","480"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","135","201","41","336","377","35.81","53.32","10.88","89.12","485"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","119","196","46","315","361","32.96","54.29","12.74","87.26","479"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","140","202","62","342","404","34.65","50.00","15.35","84.65","476"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","103","215","83","318","401","25.69","53.62","20.70","79.30","457"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","147","151","61","298","359","40.95","42.06","16.99","83.01","471"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","137","193","52","330","382","35.86","50.52","13.61","86.39","469"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","127","216","80","343","423","30.02","51.06","18.91","81.09","469"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","98","211","87","309","396","24.75","53.28","21.97","78.03","461"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","117","177","83","294","377","31.03","46.95","22.02","77.98","459"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","86","188","106","274","380","22.63","49.47","27.89","72.11","442"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","11","9","2","20","22","50.00","40.91","9.09","90.91","486"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","16","9","4","25","29","55.17","31.03","13.79","86.21","489"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","8","12","5","20","25","32.00","48.00","20.00","80.00","459"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","19","18","1","37","38","50.00","47.37","2.63","97.37","500"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","9","17","5","26","31","29.03","54.84","16.13","83.87","476"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","5","26","3","31","34","14.71","76.47","8.82","91.18","460"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","2","12","2","14","16","12.50","75.00","12.50","87.50","452"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","7","19","3","26","29","24.14","65.52","10.34","89.66","452"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","12","14","5","26","31","38.71","45.16","16.13","83.87","467"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","12","11","2","23","25","48.00","44.00","8.00","92.00","486"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","4","17","5","21","26","15.38","65.38","19.23","80.77","455"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","10","21","14","31","45","22.22","46.67","31.11","68.89","434"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","116","148","49","264","313","37.06","47.28","15.65","84.35","470"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","130","179","34","309","343","37.90","52.19","9.91","90.09","475"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","146","135","41","281","322","45.34","41.93","12.73","87.27","489"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","128","162","36","290","326","39.26","49.69","11.04","88.96","480"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","144","161","70","305","375","38.40","42.93","18.67","81.33","470"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","136","195","43","331","374","36.36","52.14","11.50","88.50","472"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","137","186","76","323","399","34.34","46.62","19.05","80.95","462"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","136","180","51","316","367","37.06","49.05","13.90","86.10","475"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","160","182","50","342","392","40.82","46.43","12.76","87.24","480"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","133","179","71","312","383","34.73","46.74","18.54","81.46","467"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","124","163","87","287","374","33.16","43.58","23.26","76.74","454"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","131","202","47","333","380","34.47","53.16","12.37","87.63","467"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","5","17","2","22","24","20.83","70.83","8.33","91.67","459"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","12","11","6","23","29","41.38","37.93","20.69","79.31","463"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","9","13","4","22","26","34.62","50.00","15.38","84.62","460"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","10","16","2","26","28","35.71","57.14","7.14","92.86","478"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","15","15","5","30","35","42.86","42.86","14.29","85.71","480"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","7","13","2","20","22","31.82","59.09","9.09","90.91","465"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","15","20","6","35","41","36.59","48.78","14.63","85.37","465"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","10","20","7","30","37","27.03","54.05","18.92","81.08","443"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","13","19","7","32","39","33.33","48.72","17.95","82.05","469"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","12","19","3","31","34","35.29","55.88","8.82","91.18","467"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","5","16","8","21","29","17.24","55.17","27.59","72.41","443"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","5","4","8","9","17","29.41","23.53","47.06","52.94","434"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","78","70","9","148","157","49.68","44.59","5.73","94.27","496"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","84","86","10","170","180","46.67","47.78","5.56","94.44","487"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","107","46","4","153","157","68.15","29.30","2.55","97.45","521"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","81","70","15","151","166","48.80","42.17","9.04","90.96","492"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","101","53","10","154","164","61.59","32.32","6.10","93.90","510"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","46","101","21","147","168","27.38","60.12","12.50","87.50","460"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","59","81","16","140","156","37.82","51.92","10.26","89.74","474"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","97","73","12","170","182","53.30","40.11","6.59","93.41","494"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","104","61","9","165","174","59.77","35.06","5.17","94.83","503"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","83","73","19","156","175","47.43","41.71","10.86","89.14","486"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","90","65","19","155","174","51.72","37.36","10.92","89.08","491"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","58","101","41","159","200","29.00","50.50","20.50","79.50","452"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","26","23","4","49","53","49.06","43.40","7.55","92.45","486"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","19","31","8","50","58","32.76","53.45","13.79","86.21","459"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","37","29","7","66","73","50.68","39.73","9.59","90.41","489"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","26","40","16","66","82","31.71","48.78","19.51","80.49","468"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","23","29","9","52","61","37.70","47.54","14.75","85.25","469"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","18","36","21","54","75","24.00","48.00","28.00","72.00","446"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","26","31","16","57","73","35.62","42.47","21.92","78.08","457"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","24","35","14","59","73","32.88","47.95","19.18","80.82","462"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","45","22","8","67","75","60.00","29.33","10.67","89.33","507"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","22","40","24","62","86","25.58","46.51","27.91","72.09","455"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","19","35","17","54","71","26.76","49.30","23.94","76.06","440"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","21","39","21","60","81","25.93","48.15","25.93","74.07","439"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","7","6","2","13","15","46.67","40.00","13.33","86.67","469"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","10","7","1","17","18","55.56","38.89","5.56","94.44","482"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","10","4","1","14","15","66.67","26.67","6.67","93.33","519"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","8","7","2","15","17","47.06","41.18","11.76","88.24","485"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","497"
