test_year,division_name,level,rate,demographic,dif,max_rate,rank,division_use
2012,Richmond City,white,0.7797476916594851,Race,0.3663776504098997,0.7797476916594851,4,richmond_city
2006,Charlottesville City,black,0.4427885768598285,Race,0.36321856530284463,0.8060071421626731,1,charlottesville_city
2006,Charlottesville City,white,0.8060071421626731,Race,0.36321856530284463,0.8060071421626731,1,charlottesville_city
2022,Alexandria City,black,0.3816809239643249,Race,0.363208621391135,0.7448895453554599,9,alexandria_city
2022,Alexandria City,white,0.7448895453554599,Race,0.363208621391135,0.7448895453554599,9,alexandria_city
2023,Norfolk City,black,0.33970605721802977,Race,0.361095129744554,0.7008011869625838,8,norfolk_city
2023,Norfolk City,white,0.7008011869625838,Race,0.361095129744554,0.7008011869625838,8,norfolk_city
2014,Alexandria City,hispanic,0.5219476652138443,Ethnicity,0.3596510394614765,0.8815987046753208,1,alexandria_city
2014,Alexandria City,white,0.8815987046753208,Ethnicity,0.3596510394614765,0.8815987046753208,1,alexandria_city
2022,Fairfax County,disadvantaged,0.4606787968934606,Socioeconomic Status,0.35859687978818877,0.8192756766816494,4,fairfax_county
2022,Fairfax County,other,0.8192756766816494,Socioeconomic Status,0.35859687978818877,0.8192756766816494,4,fairfax_county
2013,Alexandria City,hispanic,0.4966969263910526,Ethnicity,0.3580039803038028,0.8547009066948554,1,alexandria_city
2013,Alexandria City,white,0.8547009066948554,Ethnicity,0.3580039803038028,0.8547009066948554,1,alexandria_city
2023,Albemarle County,hispanic,0.408225214454477,Ethnicity,0.35791362776264546,0.7661388422171225,5,albemarle_county
2023,Albemarle County,white,0.7661388422171225,Ethnicity,0.35791362776264546,0.7661388422171225,5,albemarle_county
2021,Chesterfield County,black,0.25444536030017223,Race,0.35680738366995507,0.6112527439701273,9,chesterfield_county
2021,Chesterfield County,white,0.6112527439701273,Race,0.35680738366995507,0.6112527439701273,9,chesterfield_county
2018,Alexandria City,hispanic,0.4910250155517406,Ethnicity,0.35598859221610024,0.8470136077678408,1,alexandria_city
2018,Alexandria City,white,0.8470136077678408,Ethnicity,0.35598859221610024,0.8470136077678408,1,alexandria_city
2022,Petersburg City,black,0.22669844790481375,Race,0.3559155342280965,0.5826139821329103,10,petersburg_city
2022,Petersburg City,white,0.5826139821329103,Race,0.3559155342280965,0.5826139821329103,10,petersburg_city
2012,Lynchburg City,disadvantaged,0.39119495111409186,Socioeconomic Status,0.3554823398270466,0.7466772909411384,1,lynchburg_city
2012,Lynchburg City,other,0.7466772909411384,Socioeconomic Status,0.3554823398270466,0.7466772909411384,1,lynchburg_city
2023,Charlottesville City,hispanic,0.4442642002285755,Ethnicity,0.35546181467649196,0.7997260149050675,6,charlottesville_city
2023,Charlottesville City,white,0.7997260149050675,Ethnicity,0.35546181467649196,0.7997260149050675,6,charlottesville_city
2012,Arlington County,black,0.5481854008714816,Race,0.3553003740757368,0.9034857749472184,5,arlington_county
2012,Arlington County,white,0.9034857749472184,Race,0.3553003740757368,0.9034857749472184,5,arlington_county
2021,Henrico County,black,0.18171479136345853,Race,0.35316350702982086,0.5348782983932794,10,henrico_county
2021,Henrico County,white,0.5348782983932794,Race,0.35316350702982086,0.5348782983932794,10,henrico_county
2019,Richmond City,black,0.47174218202479,Race,0.35316051691238204,0.824902698937172,2,richmond_city
2019,Richmond City,white,0.824902698937172,Race,0.35316051691238204,0.824902698937172,2,richmond_city
2023,Williamsburg-James City County,black,0.4844235838539567,Race,0.3530905448245464,0.8375141286785031,9,williamsburg-james_city_county
2023,Williamsburg-James City County,white,0.8375141286785031,Race,0.3530905448245464,0.8375141286785031,9,williamsburg-james_city_county
2023,Waynesboro City,black,0.22253188824915848,Race,0.351828564499471,0.5743604527486295,10,waynesboro_city
2023,Waynesboro City,white,0.5743604527486295,Race,0.351828564499471,0.5743604527486295,10,waynesboro_city
2012,Albemarle County,black,0.4360421418836573,Race,0.3503179521793981,0.7863600940630554,6,albemarle_county
2012,Albemarle County,white,0.7863600940630554,Race,0.3503179521793981,0.7863600940630554,6,albemarle_county
2022,Norfolk City,black,0.2885655706959665,Race,0.35021551807616086,0.6387810887721274,11,norfolk_city
2022,Norfolk City,white,0.6387810887721274,Race,0.35021551807616086,0.6387810887721274,11,norfolk_city
2018,Albemarle County,disadvantaged,0.5155598384126076,Socioeconomic Status,0.3490505375892503,0.8646103760018579,1,albemarle_county
2018,Albemarle County,other,0.8646103760018579,Socioeconomic Status,0.3490505375892503,0.8646103760018579,1,albemarle_county
2018,Charlottesville City,disadvantaged,0.5219377402916797,Socioeconomic Status,0.34874473466303413,0.8706824749547138,2,charlottesville_city
2018,Charlottesville City,other,0.8706824749547138,Socioeconomic Status,0.34874473466303413,0.8706824749547138,2,charlottesville_city
2021,Montgomery County,disadvantaged,0.2958990494863918,Socioeconomic Status,0.3487383268690014,0.6446373763553932,9,montgomery_county
2021,Montgomery County,other,0.6446373763553932,Socioeconomic Status,0.3487383268690014,0.6446373763553932,9,montgomery_county
2023,Fairfax County,disadvantaged,0.47838344977620456,Socioeconomic Status,0.3471092078731834,0.825492657649388,3,fairfax_county
2023,Fairfax County,other,0.825492657649388,Socioeconomic Status,0.3471092078731834,0.825492657649388,3,fairfax_county
2017,Charlottesville City,black,0.5367378313407978,Race,0.34685628860758233,0.8835941199483801,1,charlottesville_city
2017,Charlottesville City,white,0.8835941199483801,Race,0.34685628860758233,0.8835941199483801,1,charlottesville_city
2023,Arlington County,black,0.5565312362707825,Race,0.3468522807431723,0.9033835170139548,11,arlington_county
2023,Arlington County,white,0.9033835170139548,Race,0.3468522807431723,0.9033835170139548,11,arlington_county
2014,Charlottesville City,black,0.5410244662292357,Race,0.3451106626890027,0.8861351289182384,2,charlottesville_city
2014,Charlottesville City,white,0.8861351289182384,Race,0.3451106626890027,0.8861351289182384,2,charlottesville_city
2022,Henrico County,disadvantaged,0.3621161885686648,Socioeconomic Status,0.34510242379952905,0.7072186123681938,5,henrico_county
2022,Henrico County,other,0.7072186123681938,Socioeconomic Status,0.34510242379952905,0.7072186123681938,5,henrico_county
2023,Loudoun County,disadvantaged,0.4630242273880737,Socioeconomic Status,0.3442526179249341,0.8072768453130078,4,loudoun_county
2023,Loudoun County,other,0.8072768453130078,Socioeconomic Status,0.3442526179249341,0.8072768453130078,4,loudoun_county
2012,Alexandria City,disadvantaged,0.3793804621475608,Socioeconomic Status,0.3441266996333274,0.7235071617808883,2,alexandria_city
2012,Alexandria City,other,0.7235071617808883,Socioeconomic Status,0.3441266996333274,0.7235071617808883,2,alexandria_city
2006,Arlington County,black,0.526588204798942,Race,0.3438019536848481,0.8703901584837901,2,arlington_county
2006,Arlington County,white,0.8703901584837901,Race,0.3438019536848481,0.8703901584837901,2,arlington_county
2022,Albemarle County,hispanic,0.387380984235046,Ethnicity,0.3432590172344427,0.7306400014694887,6,albemarle_county
2022,Albemarle County,white,0.7306400014694887,Ethnicity,0.3432590172344427,0.7306400014694887,6,albemarle_county
2013,Charlottesville City,black,0.5324645160415898,Race,0.3422210689571472,0.874685584998737,3,charlottesville_city
2013,Charlottesville City,white,0.874685584998737,Race,0.3422210689571472,0.874685584998737,3,charlottesville_city
2013,Alexandria City,black,0.5128144179709863,Race,0.3416221510308699,0.8544365690018562,4,alexandria_city
2013,Alexandria City,white,0.8544365690018562,Race,0.3416221510308699,0.8544365690018562,4,alexandria_city
2021,Northampton County,black,0.1486256416098168,Race,0.3408030482497195,0.4894286898595363,11,northampton_county
2021,Northampton County,white,0.4894286898595363,Race,0.3408030482497195,0.4894286898595363,11,northampton_county
2018,Richmond City,black,0.41861553994457185,Race,0.3405825429930612,0.759198082937633,2,richmond_city
2018,Richmond City,white,0.759198082937633,Race,0.3405825429930612,0.759198082937633,2,richmond_city
2023,Roanoke City,black,0.28753166474853503,Race,0.34005680056586546,0.6275884653144005,12,roanoke_city
2023,Roanoke City,white,0.6275884653144005,Race,0.34005680056586546,0.6275884653144005,12,roanoke_city
2023,Arlington County,disadvantaged,0.5162084339194865,Socioeconomic Status,0.3400284701353329,0.8562369040548193,5,arlington_county
2023,Arlington County,other,0.8562369040548193,Socioeconomic Status,0.3400284701353329,0.8562369040548193,5,arlington_county
2021,West Point,disadvantaged,0.4148997539611536,Socioeconomic Status,0.33966590864997565,0.7545656626111292,10,west_point
2021,West Point,other,0.7545656626111292,Socioeconomic Status,0.33966590864997565,0.7545656626111292,10,west_point
2022,Loudoun County,disadvantaged,0.44262642207225894,Socioeconomic Status,0.3387479999774807,0.7813744220497396,6,loudoun_county
2022,Loudoun County,other,0.7813744220497396,Socioeconomic Status,0.3387479999774807,0.7813744220497396,6,loudoun_county
2022,Chesterfield County,black,0.391308892808677,Race,0.3385502698173287,0.7298591626260057,12,chesterfield_county
2022,Chesterfield County,white,0.7298591626260057,Race,0.3385502698173287,0.7298591626260057,12,chesterfield_county
2016,Richmond City,black,0.50968736612927,Race,0.33758167187325205,0.8472690380025221,1,richmond_city
2016,Richmond City,white,0.8472690380025221,Race,0.33758167187325205,0.8472690380025221,1,richmond_city
2022,Alexandria City,disadvantaged,0.3344026861681246,Socioeconomic Status,0.3371556118089964,0.671558297977121,7,alexandria_city
2022,Alexandria City,other,0.671558297977121,Socioeconomic Status,0.3371556118089964,0.671558297977121,7,alexandria_city
2022,Harrisonburg City,hispanic,0.2233239063784684,Ethnicity,0.33695704100022317,0.5602809473786916,7,harrisonburg_city
2022,Harrisonburg City,white,0.5602809473786916,Ethnicity,0.33695704100022317,0.5602809473786916,7,harrisonburg_city
2022,Petersburg City,hispanic,0.2730566501343139,Ethnicity,0.33629663846965707,0.609353288603971,8,petersburg_city
2022,Petersburg City,white,0.609353288603971,Ethnicity,0.33629663846965707,0.609353288603971,8,petersburg_city
2006,Charlottesville City,disadvantaged,0.4566030862410717,Socioeconomic Status,0.33578301476199157,0.7923861010030633,1,charlottesville_city
2006,Charlottesville City,other,0.7923861010030633,Socioeconomic Status,0.33578301476199157,0.7923861010030633,1,charlottesville_city
2006,Williamsburg-James City County,black,0.4455855883923068,Race,0.3350806877037884,0.7806662760960952,3,williamsburg-james_city_county
2006,Williamsburg-James City County,white,0.7806662760960952,Race,0.3350806877037884,0.7806662760960952,3,williamsburg-james_city_county
2013,Albemarle County,disadvantaged,0.4788829521882839,Socioeconomic Status,0.3340758453650109,0.8129587975532948,1,albemarle_county
2013,Albemarle County,other,0.8129587975532948,Socioeconomic Status,0.3340758453650109,0.8129587975532948,1,albemarle_county
2021,Prince William County,hispanic,0.32568857444227406,Ethnicity,0.33358364447914823,0.6592722189214223,8,prince_william_county
2021,Prince William County,white,0.6592722189214223,Ethnicity,0.33358364447914823,0.6592722189214223,8,prince_william_county
2022,Roanoke City,black,0.26465348922267123,Race,0.3332031386531296,0.5978566278758009,13,roanoke_city
2022,Roanoke City,white,0.5978566278758009,Race,0.3332031386531296,0.5978566278758009,13,roanoke_city
2022,Montgomery County,disadvantaged,0.47465024038176634,Socioeconomic Status,0.3329744637884395,0.8076247041702058,8,montgomery_county
2022,Montgomery County,other,0.8076247041702058,Socioeconomic Status,0.3329744637884395,0.8076247041702058,8,montgomery_county
2012,Charlottesville City,black,0.5130321786581242,Race,0.33244800413862685,0.8454801827967511,7,charlottesville_city
2012,Charlottesville City,white,0.8454801827967511,Race,0.33244800413862685,0.8454801827967511,7,charlottesville_city
2015,Albemarle County,disadvantaged,0.5196465480468382,Socioeconomic Status,0.332236201251374,0.8518827492982122,1,albemarle_county
2015,Albemarle County,other,0.8518827492982122,Socioeconomic Status,0.332236201251374,0.8518827492982122,1,albemarle_county
2021,Lynchburg City,disadvantaged,0.1763383395238875,Socioeconomic Status,0.3317488052329192,0.5080871447568067,11,lynchburg_city
2021,Lynchburg City,other,0.5080871447568067,Socioeconomic Status,0.3317488052329192,0.5080871447568067,11,lynchburg_city
2021,Loudoun County,hispanic,0.29612748096439184,Ethnicity,0.3311960869394141,0.627323567903806,9,loudoun_county
2021,Loudoun County,white,0.627323567903806,Ethnicity,0.3311960869394141,0.627323567903806,9,loudoun_county
2022,Waynesboro City,black,0.23314229690062796,Race,0.3307436587518743,0.5638859556525022,14,waynesboro_city
2022,Waynesboro City,white,0.5638859556525022,Race,0.3307436587518743,0.5638859556525022,14,waynesboro_city
2014,Alexandria City,black,0.5526420116162717,Race,0.32840399452744307,0.8810460061437148,3,alexandria_city
2014,Alexandria City,white,0.8810460061437148,Race,0.32840399452744307,0.8810460061437148,3,alexandria_city
2017,Alexandria City,hispanic,0.5537475250213821,Ethnicity,0.3279295211259231,0.8816770461473052,1,alexandria_city
2017,Alexandria City,white,0.8816770461473052,Ethnicity,0.3279295211259231,0.8816770461473052,1,alexandria_city
2019,Charlottesville City,disadvantaged,0.5115131465029983,Socioeconomic Status,0.3277684264600802,0.8392815729630785,1,charlottesville_city
2019,Charlottesville City,other,0.8392815729630785,Socioeconomic Status,0.3277684264600802,0.8392815729630785,1,charlottesville_city
2012,Lancaster County,disadvantaged,0.38536628492786246,Socioeconomic Status,0.3267588529435567,0.7121251378714192,3,lancaster_county
2012,Lancaster County,other,0.7121251378714192,Socioeconomic Status,0.3267588529435567,0.7121251378714192,3,lancaster_county
2013,Radford City,disadvantaged,0.4893461013604622,Socioeconomic Status,0.3267227729354337,0.8160688742958959,2,radford_city
2013,Radford City,other,0.8160688742958959,Socioeconomic Status,0.3267227729354337,0.8160688742958959,2,radford_city
2021,King William County,black,0.14641413030314493,Race,0.32556718395650486,0.4719813142596498,12,king_william_county
2021,King William County,white,0.4719813142596498,Race,0.32556718395650486,0.4719813142596498,12,king_william_county
2021,Manassas Park City,hispanic,0.2098437971171101,Ethnicity,0.3254364155566325,0.5352802126737426,10,manassas_park_city
2021,Manassas Park City,white,0.5352802126737426,Ethnicity,0.3254364155566325,0.5352802126737426,10,manassas_park_city
2007,Arlington County,hispanic,0.5852942030726883,Ethnicity,0.3253726318708553,0.9106668349435436,1,arlington_county
2007,Arlington County,white,0.9106668349435436,Ethnicity,0.3253726318708553,0.9106668349435436,1,arlington_county
2018,Alexandria City,disadvantaged,0.513137903126021,Socioeconomic Status,0.32529929671311353,0.8384371998391346,3,alexandria_city
2018,Alexandria City,other,0.8384371998391346,Socioeconomic Status,0.32529929671311353,0.8384371998391346,3,alexandria_city
2012,Albemarle County,disadvantaged,0.4886719989858267,Socioeconomic Status,0.32482028741399027,0.813492286399817,4,albemarle_county
