"School Year","Division Number","Division Name","Subject","Race","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2005-2006","3","Alleghany County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","440"
"2005-2006","3","Alleghany County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","3","8","1","11","12","25.00","66.67","8.33","91.67","469"
"2005-2006","3","Alleghany County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","2","15","1","17","18","11.11","83.33","5.56","94.44","460"
"2005-2006","3","Alleghany County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","1","12","2","13","15","6.67","80.00","13.33","86.67","448"
"2005-2006","4","Amelia County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","10","21","7","31","38","26.32","55.26","18.42","81.58","444"
"2005-2006","4","Amelia County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","7","19","5","26","31","22.58","61.29","16.13","83.87","444"
"2005-2006","4","Amelia County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","7","20","3","27","30","23.33","66.67","10.00","90.00","467"
"2005-2006","4","Amelia County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","13","20","11","33","44","29.55","45.45","25.00","75.00","446"
"2005-2006","4","Amelia County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","5","16","14","21","35","14.29","45.71","40.00","60.00","421"
"2005-2006","4","Amelia County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","5","17","15","22","37","13.51","45.95","40.54","59.46","417"
"2005-2006","5","Amherst County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","34","34","21","68","89","38.20","38.20","23.60","76.40","454"
"2005-2006","5","Amherst County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","22","39","19","61","80","27.50","48.75","23.75","76.25","442"
"2005-2006","5","Amherst County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","41","35","13","76","89","46.07","39.33","14.61","85.39","470"
"2005-2006","5","Amherst County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","17","49","32","66","98","17.35","50.00","32.65","67.35","430"
"2005-2006","5","Amherst County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","33","39","22","72","94","35.11","41.49","23.40","76.60","458"
"2005-2006","5","Amherst County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","13","46","45","59","104","12.50","44.23","43.27","56.73","416"
"2005-2006","6","Appomattox County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","14","30","7","44","51","27.45","58.82","13.73","86.27","461"
"2005-2006","6","Appomattox County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","14","34","3","48","51","27.45","66.67","5.88","94.12","472"
"2005-2006","6","Appomattox County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","14","24","5","38","43","32.56","55.81","11.63","88.37","460"
"2005-2006","6","Appomattox County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","4","21","20","25","45","8.89","46.67","44.44","55.56","407"
"2005-2006","6","Appomattox County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","8","25","31","33","64","12.50","39.06","48.44","51.56","409"
"2005-2006","6","Appomattox County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","4","19","26","23","49","8.16","38.78","53.06","46.94","410"
"2005-2006","7","Arlington County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","35","101","37","136","173","20.23","58.38","21.39","78.61","445"
"2005-2006","7","Arlington County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","43","89","35","132","167","25.75","53.29","20.96","79.04","446"
"2005-2006","7","Arlington County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","41","86","37","127","164","25.00","52.44","22.56","77.44","452"
"2005-2006","7","Arlington County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","37","109","50","146","196","18.88","55.61","25.51","74.49","434"
"2005-2006","7","Arlington County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","38","99","59","137","196","19.39","50.51","30.10","69.90","433"
"2005-2006","7","Arlington County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","17","91","74","108","182","9.34","50.00","40.66","59.34","410"
"2005-2006","8","Augusta County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","6","16","1","22","23","26.09","69.57","4.35","95.65","460"
"2005-2006","8","Augusta County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","4","9","2","13","15","26.67","60.00","13.33","86.67","459"
"2005-2006","8","Augusta County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","1","11","4","12","16","6.25","68.75","25.00","75.00","426"
"2005-2006","8","Augusta County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","7","19","3","26","29","24.14","65.52","10.34","89.66","471"
"2005-2006","8","Augusta County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","6","14","11","20","31","19.35","45.16","35.48","64.52","441"
"2005-2006","8","Augusta County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","3","15","10","18","28","10.71","53.57","35.71","64.29","424"
"2005-2006","9","Bath County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","9","Bath County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","9","Bath County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","9","Bath County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","9","Bath County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","10","Bedford County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","13","36","21","49","70","18.57","51.43","30.00","70.00","431"
"2005-2006","10","Bedford County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","11","38","28","49","77","14.29","49.35","36.36","63.64","414"
"2005-2006","10","Bedford County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","15","26","17","41","58","25.86","44.83","29.31","70.69","444"
"2005-2006","10","Bedford County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","6","28","38","34","72","8.33","38.89","52.78","47.22","409"
"2005-2006","10","Bedford County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","15","35","37","50","87","17.24","40.23","42.53","57.47","419"
"2005-2006","10","Bedford County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","9","42","21","51","72","12.50","58.33","29.17","70.83","415"
"2005-2006","11","Bland County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","11","Bland County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","12","Botetourt County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","3","5","2","8","10","30.00","50.00","20.00","80.00","461"
"2005-2006","12","Botetourt County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","2","5","3","7","10","20.00","50.00","30.00","70.00","428"
"2005-2006","12","Botetourt County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","9","6","1","15","16","56.25","37.50","6.25","93.75","507"
"2005-2006","12","Botetourt County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","6","3","4","9","13","46.15","23.08","30.77","69.23","457"
"2005-2006","12","Botetourt County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","6","4","0","10","10","60.00","40.00",".00","100.00","506"
"2005-2006","12","Botetourt County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","1","5","4","6","10","10.00","50.00","40.00","60.00","432"
"2005-2006","102","Bristol City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","2","7","7","9","16","12.50","43.75","43.75","56.25","412"
"2005-2006","102","Bristol City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","0","17","6","17","23",".00","73.91","26.09","73.91","419"
"2005-2006","102","Bristol City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","3","9","4","12","16","18.75","56.25","25.00","75.00","448"
"2005-2006","102","Bristol City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","6","9","4","15","19","31.58","47.37","21.05","78.95","450"
"2005-2006","102","Bristol City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","2","8","5","10","15","13.33","53.33","33.33","66.67","410"
"2005-2006","102","Bristol City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","4","9","6","13","19","21.05","47.37","31.58","68.42","434"
"2005-2006","13","Brunswick County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","25","63","44","88","132","18.94","47.73","33.33","66.67","427"
"2005-2006","13","Brunswick County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","25","76","44","101","145","17.24","52.41","30.34","69.66","431"
"2005-2006","13","Brunswick County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","26","69","25","95","120","21.67","57.50","20.83","79.17","440"
"2005-2006","13","Brunswick County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","20","75","38","95","133","15.04","56.39","28.57","71.43","436"
"2005-2006","13","Brunswick County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","22","73","44","95","139","15.83","52.52","31.65","68.35","431"
"2005-2006","13","Brunswick County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","8","70","40","78","118","6.78","59.32","33.90","66.10","418"
"2005-2006","15","Buckingham County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","12","26","13","38","51","23.53","50.98","25.49","74.51","438"
"2005-2006","15","Buckingham County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","16","30","7","46","53","30.19","56.60","13.21","86.79","454"
"2005-2006","15","Buckingham County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","21","35","14","56","70","30.00","50.00","20.00","80.00","455"
"2005-2006","15","Buckingham County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","11","38","17","49","66","16.67","57.58","25.76","74.24","436"
"2005-2006","15","Buckingham County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","4","37","33","41","74","5.41","50.00","44.59","55.41","409"
"2005-2006","15","Buckingham County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","6","49","32","55","87","6.90","56.32","36.78","63.22","414"
"2005-2006","103","Buena Vista City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","411"
"2005-2006","103","Buena Vista City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","103","Buena Vista City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","437"
"2005-2006","103","Buena Vista City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","423"
"2005-2006","103","Buena Vista City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","447"
"2005-2006","103","Buena Vista City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","469"
"2005-2006","16","Campbell County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","25","72","31","97","128","19.53","56.25","24.22","75.78","441"
"2005-2006","16","Campbell County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","22","54","23","76","99","22.22","54.55","23.23","76.77","436"
"2005-2006","16","Campbell County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","24","77","31","101","132","18.18","58.33","23.48","76.52","446"
"2005-2006","16","Campbell County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","17","58","40","75","115","14.78","50.43","34.78","65.22","424"
"2005-2006","16","Campbell County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","19","58","39","77","116","16.38","50.00","33.62","66.38","428"
"2005-2006","16","Campbell County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","15","53","36","68","104","14.42","50.96","34.62","65.38","422"
"2005-2006","17","Caroline County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","23","63","41","86","127","18.11","49.61","32.28","67.72","437"
"2005-2006","17","Caroline County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","29","59","23","88","111","26.13","53.15","20.72","79.28","451"
"2005-2006","17","Caroline County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","29","60","14","89","103","28.16","58.25","13.59","86.41","459"
"2005-2006","17","Caroline County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","25","75","34","100","134","18.66","55.97","25.37","74.63","438"
"2005-2006","17","Caroline County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","10","53","48","63","111","9.01","47.75","43.24","56.76","413"
"2005-2006","17","Caroline County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","10","64","47","74","121","8.26","52.89","38.84","61.16","415"
"2005-2006","18","Carroll County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","18","Carroll County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","18","Carroll County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","19","Charles City County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","6","14","13","20","33","18.18","42.42","39.39","60.61","419"
"2005-2006","19","Charles City County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","5","21","8","26","34","14.71","61.76","23.53","76.47","431"
"2005-2006","19","Charles City County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","11","18","9","29","38","28.95","47.37","23.68","76.32","447"
"2005-2006","19","Charles City County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","4","17","19","21","40","10.00","42.50","47.50","52.50","405"
"2005-2006","19","Charles City County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","7","25","18","32","50","14.00","50.00","36.00","64.00","418"
"2005-2006","19","Charles City County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","4","20","14","24","38","10.53","52.63","36.84","63.16","426"
"2005-2006","20","Charlotte County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","19","32","2","51","53","35.85","60.38","3.77","96.23","475"
"2005-2006","20","Charlotte County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","20","32","4","52","56","35.71","57.14","7.14","92.86","467"
"2005-2006","20","Charlotte County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","28","31","3","59","62","45.16","50.00","4.84","95.16","486"
"2005-2006","20","Charlotte County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","12","36","11","48","59","20.34","61.02","18.64","81.36","457"
"2005-2006","20","Charlotte County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","14","38","7","52","59","23.73","64.41","11.86","88.14","461"
"2005-2006","20","Charlotte County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","9","44","4","53","57","15.79","77.19","7.02","92.98","452"
"2005-2006","104","Charlottesville City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","31","53","44","84","128","24.22","41.41","34.38","65.63","433"
"2005-2006","104","Charlottesville City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","36","79","28","115","143","25.17","55.24","19.58","80.42","451"
"2005-2006","104","Charlottesville City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","5","61","31","66","97","5.15","62.89","31.96","68.04","422"
"2005-2006","104","Charlottesville City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","10","55","59","65","124","8.06","44.35","47.58","52.42","416"
"2005-2006","104","Charlottesville City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","7","49","116","56","172","4.07","28.49","67.44","32.56","374"
"2005-2006","104","Charlottesville City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","6","57","88","63","151","3.97","37.75","58.28","41.72","384"
"2005-2006","136","Chesapeake City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","204","454","195","658","853","23.92","53.22","22.86","77.14","446"
"2005-2006","136","Chesapeake City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","324","494","130","818","948","34.18","52.11","13.71","86.29","469"
"2005-2006","136","Chesapeake City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","166","552","234","718","952","17.44","57.98","24.58","75.42","447"
"2005-2006","136","Chesapeake City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","176","621","253","797","1,050","16.76","59.14","24.10","75.90","444"
"2005-2006","136","Chesapeake City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","262","620","314","882","1,196","21.91","51.84","26.25","73.75","445"
"2005-2006","136","Chesapeake City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","125","600","440","725","1,165","10.73","51.50","37.77","62.23","422"
"2005-2006","21","Chesterfield County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","259","522","208","781","989","26.19","52.78","21.03","78.97","449"
"2005-2006","21","Chesterfield County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","313","563","157","876","1,033","30.30","54.50","15.20","84.80","461"
"2005-2006","21","Chesterfield County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","381","622","102","1,003","1,105","34.48","56.29","9.23","90.77","471"
"2005-2006","21","Chesterfield County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","289","634","277","923","1,200","24.08","52.83","23.08","76.92","446"
"2005-2006","21","Chesterfield County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","293","614","298","907","1,205","24.32","50.95","24.73","75.27","445"
"2005-2006","21","Chesterfield County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","127","728","384","855","1,239","10.25","58.76","30.99","69.01","428"
"2005-2006","22","Clarke County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","417"
"2005-2006","22","Clarke County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","1","5","4","6","10","10.00","50.00","40.00","60.00","424"
"2005-2006","22","Clarke County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","442"
"2005-2006","22","Clarke County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","22","Clarke County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","4","4","6","8","14","28.57","28.57","42.86","57.14","421"
"2005-2006","22","Clarke County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","1","7","3","8","11","9.09","63.64","27.27","72.73","412"
"2005-2006","202","Colonial Beach","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","1","7","4","8","12","8.33","58.33","33.33","66.67","422"
"2005-2006","202","Colonial Beach","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","2","5","5","7","12","16.67","41.67","41.67","58.33","420"
"2005-2006","202","Colonial Beach","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","2","5","4","7","11","18.18","45.45","36.36","63.64","439"
"2005-2006","202","Colonial Beach","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","2","7","1","9","10","20.00","70.00","10.00","90.00","447"
"2005-2006","202","Colonial Beach","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","445"
"2005-2006","202","Colonial Beach","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","14","<","<",">50","<50","402"
"2005-2006","106","Colonial Heights City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","6","15","3","21","24","25.00","62.50","12.50","87.50","454"
"2005-2006","106","Colonial Heights City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","4","15","6","19","25","16.00","60.00","24.00","76.00","441"
"2005-2006","106","Colonial Heights City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","10","17","5","27","32","31.25","53.13","15.63","84.38","457"
"2005-2006","106","Colonial Heights City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","5","17","9","22","31","16.13","54.84","29.03","70.97","433"
"2005-2006","106","Colonial Heights City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","12","<","<",">50","<50","387"
"2005-2006","106","Colonial Heights City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","2","12","11","14","25","8.00","48.00","44.00","56.00","404"
"2005-2006","107","Covington City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","6","5","1","11","12","50.00","41.67","8.33","91.67","487"
"2005-2006","107","Covington City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","2","11","5","13","18","11.11","61.11","27.78","72.22","431"
"2005-2006","107","Covington City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","1","8","8","9","17","5.88","47.06","47.06","52.94","399"
"2005-2006","107","Covington City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","3","7","3","10","13","23.08","53.85","23.08","76.92","450"
"2005-2006","107","Covington City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","13","<","<",">50","<50","405"
"2005-2006","107","Covington City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","1","8","3","9","12","8.33","66.67","25.00","75.00","434"
"2005-2006","24","Culpeper County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","14","44","27","58","85","16.47","51.76","31.76","68.24","429"
"2005-2006","24","Culpeper County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","18","51","23","69","92","19.57","55.43","25.00","75.00","436"
"2005-2006","24","Culpeper County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","20","39","19","59","78","25.64","50.00","24.36","75.64","452"
"2005-2006","24","Culpeper County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","19","54","40","73","113","16.81","47.79","35.40","64.60","429"
"2005-2006","24","Culpeper County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","14","55","34","69","103","13.59","53.40","33.01","66.99","423"
"2005-2006","24","Culpeper County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","11","60","43","71","114","9.65","52.63","37.72","62.28","411"
"2005-2006","25","Cumberland County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","7","18","18","25","43","16.28","41.86","41.86","58.14","420"
"2005-2006","25","Cumberland County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","4","25","18","29","47","8.51","53.19","38.30","61.70","410"
"2005-2006","25","Cumberland County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","10","24","12","34","46","21.74","52.17","26.09","73.91","442"
"2005-2006","25","Cumberland County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","2","22","26","24","50","4.00","44.00","52.00","48.00","402"
