"School Year","Division Number","Division Name","Subject","Race","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","84","99","27","183","210","40.00","47.14","12.86","87.14","473"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","65","98","16","163","179","36.31","54.75","8.94","91.06","473"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","116","77","20","193","213","54.46","36.15","9.39","90.61","495"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","96","74","17","170","187","51.34","39.57","9.09","90.91","499"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","69","84","16","153","169","40.83","49.70","9.47","90.53","494"
"2005-2006","3","Alleghany County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","65","97","17","162","179","36.31","54.19","9.50","90.50","476"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","27","47","9","74","83","32.53","56.63","10.84","89.16","478"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","28","33","12","61","73","38.36","45.21","16.44","83.56","483"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","31","36","4","67","71","43.66","50.70","5.63","94.37","484"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","28","39","23","67","90","31.11","43.33","25.56","74.44","453"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","22","36","10","58","68","32.35","52.94","14.71","85.29","469"
"2005-2006","4","Amelia County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","15","45","10","60","70","21.43","64.29","14.29","85.71","453"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","104","93","24","197","221","47.06","42.08","10.86","89.14","481"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","108","90","29","198","227","47.58","39.65","12.78","87.22","481"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","146","94","20","240","260","56.15","36.15","7.69","92.31","500"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","93","125","28","218","246","37.80","50.81","11.38","88.62","475"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","100","129","41","229","270","37.04","47.78","15.19","84.81","472"
"2005-2006","5","Amherst County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","65","135","40","200","240","27.08","56.25","16.67","83.33","456"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","71","42","3","113","116","61.21","36.21","2.59","97.41","506"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","78","34","2","112","114","68.42","29.82","1.75","98.25","516"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","54","39","8","93","101","53.47","38.61","7.92","92.08","495"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","41","56","22","97","119","34.45","47.06","18.49","81.51","468"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","37","65","22","102","124","29.84","52.42","17.74","82.26","464"
"2005-2006","6","Appomattox County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","16","61","25","77","102","15.69","59.80","24.51","75.49","437"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","407","206","31","613","644","63.20","31.99","4.81","95.19","513"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","447","155","28","602","630","70.95","24.60","4.44","95.56","522"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","409","149","5","558","563","72.65","26.47",".89","99.11","528"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","431","148","18","579","597","72.19","24.79","3.02","96.98","528"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","367","168","23","535","558","65.77","30.11","4.12","95.88","516"
"2005-2006","7","Arlington County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","265","257","35","522","557","47.58","46.14","6.28","93.72","497"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","296","305","103","601","704","42.05","43.32","14.63","85.37","476"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","292","354","93","646","739","39.51","47.90","12.58","87.42","474"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","262","417","121","679","800","32.75","52.13","15.13","84.88","477"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","217","407","133","624","757","28.67","53.76","17.57","82.43","470"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","257","379","145","636","781","32.91","48.53","18.57","81.43","468"
"2005-2006","8","Augusta County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","189","403","190","592","782","24.17","51.53","24.30","75.70","449"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","13","21","4","34","38","34.21","55.26","10.53","89.47","472"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","23","28","7","51","58","39.66","48.28","12.07","87.93","471"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","20","26","10","46","56","35.71","46.43","17.86","82.14","463"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","31","29","3","60","63","49.21","46.03","4.76","95.24","494"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","13","34","10","47","57","22.81","59.65","17.54","82.46","466"
"2005-2006","9","Bath County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","15","47","17","62","79","18.99","59.49","21.52","78.48","445"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","253","334","125","587","712","35.53","46.91","17.56","82.44","465"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","266","359","85","625","710","37.46","50.56","11.97","88.03","475"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","306","317","91","623","714","42.86","44.40","12.75","87.25","484"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","261","341","107","602","709","36.81","48.10","15.09","84.91","473"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","268","324","157","592","749","35.78","43.26","20.96","79.04","462"
"2005-2006","10","Bedford County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","267","397","90","664","754","35.41","52.65","11.94","88.06","470"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","20","37","8","57","65","30.77","56.92","12.31","87.69","463"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","23","31","13","54","67","34.33","46.27","19.40","80.60","453"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","22","32","13","54","67","32.84","47.76","19.40","80.60","462"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","22","35","5","57","62","35.48","56.45","8.06","91.94","472"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","20","31","13","51","64","31.25","48.44","20.31","79.69","463"
"2005-2006","11","Bland County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","12","17","10","29","39","30.77","43.59","25.64","74.36","451"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","138","151","25","289","314","43.95","48.09","7.96","92.04","485"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","181","159","22","340","362","50.00","43.92","6.08","93.92","491"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","211","107","13","318","331","63.75","32.33","3.93","96.07","512"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","164","143","34","307","341","48.09","41.94","9.97","90.03","489"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","191","118","29","309","338","56.51","34.91","8.58","91.42","500"
"2005-2006","12","Botetourt County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","104","203","62","307","369","28.18","55.01","16.80","83.20","456"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","54","54","20","108","128","42.19","42.19","15.63","84.38","471"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","43","66","22","109","131","32.82","50.38","16.79","83.21","461"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","83","52","15","135","150","55.33","34.67","10.00","90.00","497"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","48","80","40","128","168","28.57","47.62","23.81","76.19","461"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","42","64","26","106","132","31.82","48.48","19.70","80.30","453"
"2005-2006","102","Bristol City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","39","75","42","114","156","25.00","48.08","26.92","73.08","442"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","11","18","4","29","33","33.33","54.55","12.12","87.88","465"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","15","16","4","31","35","42.86","45.71","11.43","88.57","471"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","17","10","3","27","30","56.67","33.33","10.00","90.00","501"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","10","11","4","21","25","40.00","44.00","16.00","84.00","473"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","9","14","1","23","24","37.50","58.33","4.17","95.83","478"
"2005-2006","13","Brunswick County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","13","23","7","36","43","30.23","53.49","16.28","83.72","458"
"2005-2006","14","Buchanan County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","83","101","55","184","239","34.73","42.26","23.01","76.99","457"
"2005-2006","14","Buchanan County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","54","108","64","162","226","23.89","47.79","28.32","71.68","439"
"2005-2006","14","Buchanan County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","84","111","49","195","244","34.43","45.49","20.08","79.92","461"
"2005-2006","14","Buchanan County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","54","122","45","176","221","24.43","55.20","20.36","79.64","447"
"2005-2006","14","Buchanan County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","74","126","49","200","249","29.72","50.60","19.68","80.32","455"
"2005-2006","14","Buchanan County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","68","135","57","203","260","26.15","51.92","21.92","78.08","449"
"2005-2006","15","Buckingham County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","30","43","10","73","83","36.14","51.81","12.05","87.95","467"
"2005-2006","15","Buckingham County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","37","29","7","66","73","50.68","39.73","9.59","90.41","489"
"2005-2006","15","Buckingham County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","40","35","7","75","82","48.78","42.68","8.54","91.46","485"
"2005-2006","15","Buckingham County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","20","39","14","59","73","27.40","53.42","19.18","80.82","460"
"2005-2006","15","Buckingham County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","21","56","18","77","95","22.11","58.95","18.95","81.05","452"
"2005-2006","15","Buckingham County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","24","40","13","64","77","31.17","51.95","16.88","83.12","461"
"2005-2006","103","Buena Vista City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","30","47","8","77","85","35.29","55.29","9.41","90.59","473"
"2005-2006","103","Buena Vista City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","33","40","8","73","81","40.74","49.38","9.88","90.12","477"
"2005-2006","103","Buena Vista City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","32","34","13","66","79","40.51","43.04","16.46","83.54","476"
"2005-2006","103","Buena Vista City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","32","41","4","73","77","41.56","53.25","5.19","94.81","485"
"2005-2006","103","Buena Vista City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","33","42","15","75","90","36.67","46.67","16.67","83.33","466"
"2005-2006","103","Buena Vista City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","23","43","15","66","81","28.40","53.09","18.52","81.48","454"
"2005-2006","16","Campbell County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","175","196","71","371","442","39.59","44.34","16.06","83.94","470"
"2005-2006","16","Campbell County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","186","200","68","386","454","40.97","44.05","14.98","85.02","471"
"2005-2006","16","Campbell County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","230","200","57","430","487","47.23","41.07","11.70","88.30","484"
"2005-2006","16","Campbell County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","194","257","108","451","559","34.70","45.97","19.32","80.68","466"
"2005-2006","16","Campbell County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","196","234","97","430","527","37.19","44.40","18.41","81.59","468"
"2005-2006","16","Campbell County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","169","278","84","447","531","31.83","52.35","15.82","84.18","462"
"2005-2006","17","Caroline County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","56","73","21","129","150","37.33","48.67","14.00","86.00","467"
"2005-2006","17","Caroline County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","71","75","21","146","167","42.51","44.91","12.57","87.43","474"
"2005-2006","17","Caroline County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","85","66","10","151","161","52.80","40.99","6.21","93.79","497"
"2005-2006","17","Caroline County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","46","67","35","113","148","31.08","45.27","23.65","76.35","449"
"2005-2006","17","Caroline County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","42","75","43","117","160","26.25","46.88","26.88","73.13","453"
"2005-2006","17","Caroline County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","37","89","26","126","152","24.34","58.55","17.11","82.89","453"
"2005-2006","18","Carroll County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","106","134","41","240","281","37.72","47.69","14.59","85.41","468"
"2005-2006","18","Carroll County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","91","129","55","220","275","33.09","46.91","20.00","80.00","459"
"2005-2006","18","Carroll County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","122","121","49","243","292","41.78","41.44","16.78","83.22","473"
"2005-2006","18","Carroll County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","78","153","57","231","288","27.08","53.13","19.79","80.21","455"
"2005-2006","18","Carroll County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","82","148","58","230","288","28.47","51.39","20.14","79.86","453"
"2005-2006","18","Carroll County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","69","227","79","296","375","18.40","60.53","21.07","78.93","448"
"2005-2006","19","Charles City County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","9","6","4","15","19","47.37","31.58","21.05","78.95","465"
"2005-2006","19","Charles City County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","2","7","4","9","13","15.38","53.85","30.77","69.23","435"
"2005-2006","19","Charles City County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","5","5","2","10","12","41.67","41.67","16.67","83.33","471"
"2005-2006","19","Charles City County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","5","8","8","13","21","23.81","38.10","38.10","61.90","438"
"2005-2006","19","Charles City County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","5","9","3","14","17","29.41","52.94","17.65","82.35","448"
"2005-2006","19","Charles City County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","461"
"2005-2006","20","Charlotte County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","52","40","5","92","97","53.61","41.24","5.15","94.85","498"
"2005-2006","20","Charlotte County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","49","41","4","90","94","52.13","43.62","4.26","95.74","495"
"2005-2006","20","Charlotte County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","54","30","5","84","89","60.67","33.71","5.62","94.38","510"
"2005-2006","20","Charlotte County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","40","49","7","89","96","41.67","51.04","7.29","92.71","481"
"2005-2006","20","Charlotte County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","44","56","9","100","109","40.37","51.38","8.26","91.74","489"
"2005-2006","20","Charlotte County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","41","47","2","88","90","45.56","52.22","2.22","97.78","489"
"2005-2006","104","Charlottesville City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","79","33","17","112","129","61.24","25.58","13.18","86.82","503"
"2005-2006","104","Charlottesville City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","72","33","2","105","107","67.29","30.84","1.87","98.13","526"
"2005-2006","104","Charlottesville City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","65","42","16","107","123","52.85","34.15","13.01","86.99","506"
"2005-2006","104","Charlottesville City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","58","50","14","108","122","47.54","40.98","11.48","88.52","497"
"2005-2006","104","Charlottesville City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","44","44","23","88","111","39.64","39.64","20.72","79.28","478"
"2005-2006","104","Charlottesville City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","54","47","28","101","129","41.86","36.43","21.71","78.29","469"
"2005-2006","136","Chesapeake City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","743","631","151","1,374","1,525","48.72","41.38","9.90","90.10","488"
"2005-2006","136","Chesapeake City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","933","598","92","1,531","1,623","57.49","36.85","5.67","94.33","506"
"2005-2006","136","Chesapeake City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","710","873","122","1,583","1,705","41.64","51.20","7.16","92.84","495"
"2005-2006","136","Chesapeake City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","726","888","176","1,614","1,790","40.56","49.61","9.83","90.17","489"
"2005-2006","136","Chesapeake City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","898","796","177","1,694","1,871","48.00","42.54","9.46","90.54","495"
"2005-2006","136","Chesapeake City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","563","1,052","248","1,615","1,863","30.22","56.47","13.31","86.69","470"
"2005-2006","21","Chesterfield County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","1,284","1,060","216","2,344","2,560","50.16","41.41","8.44","91.56","492"
"2005-2006","21","Chesterfield County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","1,513","1,023","162","2,536","2,698","56.08","37.92","6.00","94.00","502"
"2005-2006","21","Chesterfield County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","1,677","853","111","2,530","2,641","63.50","32.30","4.20","95.80","511"
"2005-2006","21","Chesterfield County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","1,390","1,090","252","2,480","2,732","50.88","39.90","9.22","90.78","492"
"2005-2006","21","Chesterfield County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","1,399","1,119","286","2,518","2,804","49.89","39.91","10.20","89.80","491"
"2005-2006","21","Chesterfield County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","834","1,695","332","2,529","2,861","29.15","59.25","11.60","88.40","472"
"2005-2006","22","Clarke County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","62","51","19","113","132","46.97","38.64","14.39","85.61","478"
"2005-2006","22","Clarke County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","58","45","19","103","122","47.54","36.89","15.57","84.43","486"
"2005-2006","22","Clarke County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","84","55","14","139","153","54.90","35.95","9.15","90.85","499"
"2005-2006","22","Clarke County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","70","57","18","127","145","48.28","39.31","12.41","87.59","486"
"2005-2006","22","Clarke County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","79","46","14","125","139","56.83","33.09","10.07","89.93","493"
"2005-2006","22","Clarke County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","44","70","30","114","144","30.56","48.61","20.83","79.17","453"
"2005-2006","202","Colonial Beach","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","8","16","3","24","27","29.63","59.26","11.11","88.89","475"
"2005-2006","202","Colonial Beach","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","7","5","10","12","22","31.82","22.73","45.45","54.55","442"
"2005-2006","202","Colonial Beach","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","9","16","6","25","31","29.03","51.61","19.35","80.65","471"
"2005-2006","202","Colonial Beach","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","9","11","1","20","21","42.86","52.38","4.76","95.24","498"
"2005-2006","202","Colonial Beach","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","12","18","8","30","38","31.58","47.37","21.05","78.95","451"
"2005-2006","202","Colonial Beach","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","8","12","11","20","31","25.81","38.71","35.48","64.52","433"
"2005-2006","106","Colonial Heights City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","73","81","13","154","167","43.71","48.50","7.78","92.22","483"
"2005-2006","106","Colonial Heights City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","64","69","10","133","143","44.76","48.25","6.99","93.01","485"
"2005-2006","106","Colonial Heights City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","86","94","13","180","193","44.56","48.70","6.74","93.26","485"
"2005-2006","106","Colonial Heights City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","73","68","23","141","164","44.51","41.46","14.02","85.98","480"
"2005-2006","106","Colonial Heights City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","67","95","38","162","200","33.50","47.50","19.00","81.00","460"
"2005-2006","106","Colonial Heights City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","18","98","46","116","162","11.11","60.49","28.40","71.60","429"
"2005-2006","107","Covington City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","21","12","10","33","43","48.84","27.91","23.26","76.74","482"
"2005-2006","107","Covington City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","17","26","10","43","53","32.08","49.06","18.87","81.13","463"
